1,7-Dimethylxanthine|DTXSID2052281
2-Methylpyridine 1-oxide|DTXSID1029207
Cornmint oil|DTXSID3047712
(-)-beta-Sitosterol|DTXSID5022481
1-{Bis[3-(dimethylamino)propyl]amino}propan-2-ol|DTXSID2044975
Anisotropine methylbromide|DTXSID8022612
Bamethan|DTXSID5046144
Clofibrate|DTXSID3020336
N-Butyl-2,2,6,6-tetramethylpiperidin-4-amine|DTXSID7044926
Parbendazole|DTXSID0045410
Tetrakis(hydroxymethyl)phosphonium sulfate|DTXSID0021331
3-Methyl-1,2-cyclopentanedione|DTXSID3047716
Monomethyl maleate|DTXSID1029251
Nicosulfuron|DTXSID6034764
Pyrazine|DTXSID8049410
4-Hydroxyquinazoline|DTXSID8049412
Dimethyl trans-cyclohexane-1,4-dicarboxylate|DTXSID1029255
Propamocarb hydrochloride|DTXSID6034849
Tetrahydrothiophene|DTXSID3047760
1,2,3-Trichloropropene|DTXSID3047766
1-Bromo-4-methoxy-2-methylbenzene|DTXSID1029338
10,11-Dihydro-5H-dibenz[b,f]azepine|DTXSID8049414
Sodium trichloroacetate|DTXSID6034924
2-Hydroxypropyl 2-methylacrylate|DTXSID1029629
Diphenoxylate hydrochloride|DTXSID3047843
Spirodiclofen|DTXSID6034928
Tropolone|DTXSID8049416
D-Amphetamine-d3 hemisulfate|DTXSID3047845
Etidronate disodium|DTXSID1029671
N-Butylnitrite|DTXSID8049418
Thymol|DTXSID6034972
4-Aminobutanoic acid|DTXSID6035106
NTP Mix72 CT1 62-GP|DTXSID8049460
Nalorphine hydrochloride|DTXSID3047847
Silica|DTXSID1029677
1-(Hydroxymethyl)-5,5-dimethylhydantoin|DTXSID6035152
2'-Deoxy-2',2'-difluorocytidine monohydrochloride|DTXSID3047849
NTP Mix74 CT1 62-GP|DTXSID8049462
Tetrachlorostannane|DTXSID1029679
(-)-Epigallocatechin gallate|DTXSID1029889
2-Phenylethyl propionate|DTXSID6035156
Bisphenol E|DTXSID3047891
NTP Mix76 CT1 62-GP|DTXSID8049464
1,1-Dichloropropene|DTXSID1029910
4,4'-Octahydro-1H-4,7-methanoindene-5,5-diyldiphenol|DTXSID3047893
9,12-Tetradecadien-1-ol, 1-acetate, (9E,12Z)-|DTXSID6035285
NTP Mix78 CT1 62-GP|DTXSID8049466
3-Acetyl-2,5-dimethylfuran|DTXSID1030317
Dioctyldimethylammonium chloride|DTXSID6035491
Menthyl anthranilate|DTXSID3047895
NTP Mix80 CT1 62-GP|DTXSID8049468
2-Chlorobenzenesulfonamide|DTXSID2044979
Apomorphine|DTXSID8022614
Benserazide hydrochloride|DTXSID0045412
Bis(4-hydroxyphenyl)-2,2-dichloroethylene|DTXSID5022485
Dehydroepiandrosterone 3-acetate|DTXSID3020380
Dimetamfetamine|DTXSID5046146
Isopropyl triethanolamine titanate|DTXSID7044928
Tetramethylthiuram monosulfide|DTXSID0021333
(7S)-Hydroprene|DTXSID6035784
3-Amino-9-ethylcarbazole|DTXSID1030319
D-Tagatose|DTXSID3047897
NTP Mix86 ER AR1 18-EQP|DTXSID8049541
(RS)-Abscisic acid|DTXSID1030604
Disodium 4,4'-bis(2-sulfostyryl)biphenyl|DTXSID6036467
NTP Mix88 ER AR1 18-GP|DTXSID8049543
Triisobutylmethylphosphonium tosylate|DTXSID3047899
Acesulfame potassium|DTXSID1030606
Butyltrimethylammonium bis(trifluoromethylsulfonyl)imide|DTXSID3047920
NTP Mix90 ER AR1 18-GP|DTXSID8049545
Potassium tetrafluoroborate|DTXSID6037015
Choline bis(trifluoromethylsulfonyl)imde|DTXSID3047922
D-Penicillamine|DTXSID6037069
D-alpha-Tocopheryl acetate|DTXSID1031096
1-Butyl-1-methylpyrrolidinium chloride|DTXSID1031460
Acetochlor ESA|DTXSID6037483
Methylammonium nitrate|DTXSID3047924
Mefenpyr-diethyl|DTXSID6037564
Methyltrioctylammonium bis(trifluoromethylsulfonyl)imide|DTXSID3047926
N-Butylpyridinium chloride|DTXSID1031462
1-Allyl-3-methylimidazolium chloride|DTXSID3047928
Methoxyacetic acid|DTXSID1031591
Metolachlor OA|DTXSID6037568
1,3-Dimethylimidazolium dimethyl phosphate|DTXSID3047970
Deferoxamine mesylate|DTXSID6037649
Methyl trans-styryl ketone|DTXSID1031626
N-(2,4-Dimethylphenyl)formamide|DTXSID6037697
Trehalose dihydrate|DTXSID3047972
Vincristine|DTXSID1032278
(Z)-11-Hexadecenal|DTXSID1032303
2,3',4,4'-Tetrahydroxybenzophenone|DTXSID3047974
2,3,4-Trihydroxbenzophenone|DTXSID6037728
2,4,5-Trichlorobenzenesulfonic acid|DTXSID2045072
2-(3a,4,5,6,7,7a-Hexahydro-1H-4,7-methanoinden-8-yloxy)ethyl prop-2-enoate|DTXSID7044970
Alcuronium chloride|DTXSID0045414
Betaine|DTXSID8022666
Dexamethasone|DTXSID3020384
E-Cinnamic acid|DTXSID5022489
Riodipine|DTXSID5046148
Thenyldiamine|DTXSID0021335
(Z)-Dichloropropene|DTXSID1032305
4:4 Fluorotelomer alcohol|DTXSID60377821
Carbazochrome|DTXSID3048310
1H,1H-Perfluoropentylamine|DTXSID60377826
2,4-D-Butotyl|DTXSID1032309
Naphazoline|DTXSID3048449
3-(Perfluoropropyl)propanol|DTXSID60379269
Clomazone|DTXSID1032355
Piragliatin|DTXSID3048520
(Perfluoro-5-methylhexyl)ethyl 2-methylprop-2-enoate|DTXSID60379901
Cyprodinil|DTXSID1032359
HMR1171 trifluoroacetate (1:1)|DTXSID3048522
2,2,2-Trifluoroethyl perfluorobutanesulfonate|DTXSID60380390
Sulfonmethane|DTXSID3048574
Tebupirimfos|DTXSID1032482
2,2',3,4,4',5,5'-Heptachlorobiphenyl|DTXSID6038299
Alacepril|DTXSID3048576
Temephos|DTXSID1032484
Pralatrexate|DTXSID3048578
Thiazopyr|DTXSID1032488
cis-Chlordane|DTXSID6038326
1,2-Diethoxybenzene|DTXSID6038798
1,3,5-Triethylhexahydro-s-triazine|DTXSID1032511
Fosfluconazole|DTXSID3048601
(3,5-Dimethyl-1H-pyrazol-1-yl)methanol|DTXSID1032513
2-Chloro-5-nitroaniline|DTXSID6038827
Hydrocortisone buteprate|DTXSID3048603
2,2'-Dihydroxy-4,4'-dimethoxybenzophenone|DTXSID6038875
Acibenzolar-S-methyl|DTXSID1032519
Landiolol hydrochloride|DTXSID3048605
1,10-Decanediol dimethacrylate|DTXSID7044972
1,2-Dibromo-3-chloropropane|DTXSID3020413
4-Chloro-2-methylphenol|DTXSID5022510
Amanozine|DTXSID5046190
Carbutamide|DTXSID8022741
Chlortetracycline hydrochloride|DTXSID2045076
Thiabendazole|DTXSID0021337
Trapidil|DTXSID0045416
3-Hydroxy-2-naphthoic o-anisidide|DTXSID6038877
Luliconazole|DTXSID3048607
Pirimicarb|DTXSID1032569
Micronomicin sulfate|DTXSID3048609
Nonafluoropentanamide|DTXSID60400587
Pyriproxyfen|DTXSID1032640
Dronedarone|DTXSID3048653
Ethyl butyrate|DTXSID6040111
Rimsulfuron|DTXSID1032642
2,5-Dimercapto-1,3,4-thiadiazole|DTXSID6040115
Flutropium bromide|DTXSID3048655
N-Ethylperfluorooctane sulfonamide|DTXSID1032646
Bazedoxifene acetate|DTXSID3048657
Ethyl formate|DTXSID6040117
Z-Tetrachlorvinphos|DTXSID1032648
Indoxacarb|DTXSID1032690
Lorcaserin|DTXSID3048659
Sulindac sulfone|DTXSID6040246
Aldicarb sulfoxide|DTXSID1033161
Beclazone|DTXSID3048730
Chlorbromuron|DTXSID6040290
2,3,6-Trichlorobenzoic acid|DTXSID6040296
Acitazanolast|DTXSID3048732
Alizarin Yellow R|DTXSID1033163
Clindamycin palmitate hydrochloride|DTXSID3048734
Cyclopentanol|DTXSID1033371
Fenaminosulf|DTXSID6040371
Dibenzyl phosphate|DTXSID1033402
Efloxate|DTXSID3048736
Metaflumizone|DTXSID6040373
1,2-Dibromoethane|DTXSID3020415
Adenosine 5'-phosphate|DTXSID5022560
Calcium 5-ketogluconate|DTXSID2045078
Clocortolone pivalate|DTXSID0045460
Clostebol|DTXSID5046192
N'-[3-(Dimethylamino)propyl]-N,N-dimethylpropane-1,3-diamine|DTXSID7044974
N,N'-Bis(2-chloroethyl)-N-nitrosourea|DTXSID8022743
Thiotepa|DTXSID0021339
1,1'-Tetramethylenediguanidine sulfate|DTXSID3048738
1,2-Butanediol|DTXSID6040375
Guggulsterone Z|DTXSID1033539
17-Methyltestosterone|DTXSID1033664
9-cis- Retinoic acid|DTXSID6040404
Tolvaptan|DTXSID3048780
Biliscopin|DTXSID3048782
Pergolide methanesulfonate|DTXSID6040583
Phenethyl bromide|DTXSID1033876
Diethyl 2,2'-(hexane-1,6-diylbis{6'-[(2,3,4,6-tetra-O-acetyl-a-D-mannopyranosyl)oxy]biphenyl-3',3-diyl})diacetate|DTXSID3048784
Raloxifene hydrochloride|DTXSID1034181
Sodium pyruvate|DTXSID6040614
Closantel|DTXSID6040662
N-[(3R)-1-(2-Fluorophenyl)-4-oxo-3,4,6,7-tetrahydro[1,4]diazepino[6,7,1-hi]indol-3-yl]-1H-indole-2-carboxamide|DTXSID3048786
Sodium perchlorate|DTXSID1034185
Betiatide|DTXSID3048788
Crotamiton|DTXSID6040664
Tamoxifen|DTXSID1034187
Deferiprone|DTXSID6040666
Monatepil|DTXSID3048811
Prodiamine|DTXSID1034210
Dipyridamole|DTXSID6040668
Spiroxamine|DTXSID1034212
1-Hydroxyvitamin D2|DTXSID1034214
4-(2-(5,6,7,8-Tetrahydro-5,5,8,8-tetramethyl-2-naphthenyl)-1E-propen-1-yl)benzoic acid|DTXSID6040743
4-[3-(4-Acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy-acetic acid|DTXSID6040745
Oxytetracycline|DTXSID1034260
1,1,1-Trichloroethane|DTXSID0021381
2,2-Bis[(prop-2-en-1-yloxy)methyl]butan-1-ol|DTXSID7044976
Afloqualone|DTXSID5022562
Cefadroxil|DTXSID8022749
Dibutyltin diacetate|DTXSID3020419
Isoxicam|DTXSID0045462
Pimeclone|DTXSID5046194
Scopolamine N-oxide hydrobromide|DTXSID2045101
17alpha-Hydroxyprogesterone|DTXSID6040747
Aviglycine hydrochloride|DTXSID1034266
Chloramine-T trihydrate|DTXSID6040795
gamma-Cyhalothrin|DTXSID1034501
Cyhalofop-butyl|DTXSID1034503
L-Arginine|DTXSID6041056
Forchlorfenuron|DTXSID1034634
Vorinostat|DTXSID6041133
N-Vanillylnonanamide|DTXSID1034769
Tetraethylammonium chloride|DTXSID6041137
(2,4-Dichlorophenyl)acetonitrile|DTXSID6041185
Procyazine|DTXSID1034844
Spiromesifen|DTXSID1034929
gamma-Terpinene|DTXSID6041210
Fenchlorazole-ethyl|DTXSID6041268
Tralkoxydim|DTXSID1034973
(E)-11-Tetradecenyl acetate|DTXSID1035286
2,4-D-isobutyl|DTXSID6041347
(8E,10E)-8,10-Dodecadien-1-ol|DTXSID1035288
2,4-D-Methyl|DTXSID6041349
Atropine methylbromide|DTXSID2045103
Baclofen|DTXSID5022641
Bis[(2-ethyl-2,5-dimethylhexanoyl)oxy](dimethyl)stannane|DTXSID7044978
Cinoxacin|DTXSID8022822
Diethylformamide|DTXSID3020463
Halofantrine hydrochloride|DTXSID0045464
Isosorbide|DTXSID5046196
Trichloroethylene|DTXSID0021383
Damascenone|DTXSID6041397
S-Methoprene|DTXSID1035783
2-Furancarboxylic acid|DTXSID6041420
Pregnenolone|DTXSID1036541
7-(Dimethylamino)-4-methylcoumarin|DTXSID6041422
Triphenylsilanol|DTXSID1036545
2,6-Dimethyl-2-heptanol|DTXSID6041424
Allyl perfluoroisopropyl ether|DTXSID10370988
3,4-Dihydro-2H-pyran|DTXSID6041426
Captopril|DTXSID1037197
3,5-Dimethyl-1-hexyn-3-ol|DTXSID6041472
Erythromycin estolate|DTXSID1037224
Tacrine|DTXSID1037272
Tralopyril|DTXSID6041503
4-Chloro-2-methylanisole|DTXSID6041507
Perfluoroheptanoic acid|DTXSID1037303
6-tert-Butyl-2,4-xylenol|DTXSID6041551
Chlormephos|DTXSID1037511
Crufomate|DTXSID1037515
Dihydromyrcenol|DTXSID6041557
Bacampicillin hydrochloride|DTXSID0045466
Barbital|DTXSID5022643
Ciprofloxacin|DTXSID8022824
Cyclobenzaprine hydrochloride|DTXSID2045105
Diethylstilbestrol|DTXSID3020465
Folpet|DTXSID0021385
Maprotiline|DTXSID7045029
Testosterone decanoate|DTXSID5046198
(+/-)-alpha-Methylbenzyl acetate|DTXSID6041636
Mepronil|DTXSID1037565
3-Phenyl-1-propanol|DTXSID6041638
Metolachlor ESA|DTXSID1037567
Bromociclen|DTXSID6041680
N'-(2,4-Dimethylphenyl)-N-methylformamidine|DTXSID1037696
6-Chloro-1,3,5-triazine-2,4-diamine|DTXSID1037806
Bromophenol blue|DTXSID6041682
1H,1H-Heptafluorobutyl epoxide|DTXSID10379254
Bromophos-ethyl|DTXSID6041684
1H,1H-Perfluoroheptylamine|DTXSID10379835
Bupirimate|DTXSID6041688
6H-Perfluorohex-1-ene|DTXSID10379850
C.I. Acid Violet 12, disodium salt|DTXSID6041715
3-(Perfluorooctyl)propanol|DTXSID10379991
C.I. Acid Yellow 17, disodium salt|DTXSID6041719
3-(Perfluoro-2-butyl)propane-1,2-diol|DTXSID10382147
Cetylpyridinium chloride|DTXSID6041761
1-Hydroxypyrene|DTXSID1038298
Glucurolactone|DTXSID6041844
2-(2,4,5-Trichlorophenoxy)propionic acid|DTXSID0021387
Bendroflumethiazide|DTXSID5022647
Cladribine|DTXSID8022828
D-Gluconic acid, barium salt|DTXSID7045079
Diftalone|DTXSID3020469
Haloxon|DTXSID5046221
Phosphonoacetic acid|DTXSID2045107
Talampicillin hydrochloride|DTXSID0045468
3-Phenoxybenzoic acid|DTXSID1038321
Diphenylsulfone|DTXSID6041892
Chlorpyrifos oxon|DTXSID1038666
Ethiolate|DTXSID6041925
5-Methyl-1H-benzotriazole|DTXSID1038743
Ethirimol|DTXSID6041927
1,1,1,3,5,5,5-Heptamethyltrisiloxane|DTXSID1038795
Fenson|DTXSID6041973
Flamprop-isopropyl|DTXSID6041977
Neopentyl glycol dibenzoate|DTXSID1038822
1,4-Dioxane-2,3-diol|DTXSID1038824
Isoprocarb|DTXSID6042072
Isopropyl-o-cresol|DTXSID6042074
Phenyl 1-hydroxy-2-naphthoate|DTXSID1038876
Methyl cinnamate|DTXSID6042151
Nitric acid, calcium salt (2:1)|DTXSID1039719
Ethyl propionate|DTXSID1040110
Metobromuron|DTXSID6042157
Ethyl heptanoate|DTXSID1040112
Hydroxycitronellal|DTXSID6042232
Benorylate|DTXSID5022649
Cycloserine|DTXSID8022870
Diphenylcarbonate|DTXSID3020540
Ethoxazene|DTXSID5046223
Methylatropine nitrate|DTXSID0045543
Nortriptyline hydrochloride|DTXSID2045109
Penicillin G potassium|DTXSID7045106
Trichlorfon|DTXSID0021389
4,4'-Methylenebis(o-toluidine)|DTXSID5020867
8-Hydroxyquinoline-5-sulfonic acid hydrate (1:x)|DTXSID0044317
Aminocaproic acid|DTXSID0020070
Butyl lactate|DTXSID7042196
C.I. Pigment Red 122|DTXSID2052655
Memantine|DTXSID5045174
N-Chlorosuccinimide|DTXSID2042199
NTP Mix40 CT1 3-EQP|DTXSID2049476
Phenylhydrazine|DTXSID8021147
Octyl beta-D-glucopyranoside|DTXSID6042234
tert-Butylacrylamide|DTXSID1040114
3-Oxobutanamide|DTXSID1040164
Phenthoate|DTXSID6042280
Phorate sulfone|DTXSID6042282
Sertraline hydrochloride|DTXSID1040243
Potassium ethyl xanthate|DTXSID6042315
Sucralose|DTXSID1040245
6-Ethoxy-2,2,4-trimethyl-1,2,3,4-tetrahydroquinoline|DTXSID6042365
Propamocarb|DTXSID1040295
Bifenox|DTXSID1040320
Rhodamine B|DTXSID6042369
Teflubenzuron|DTXSID6042440
m-Cumenyl methylcarbamate|DTXSID1040324
8-Hydroxyquinoline citrate|DTXSID1040326
Tetracaine hydrochloride|DTXSID6042448
Epoxiconazole|DTXSID1040372
Triethoxymethylsilane|DTXSID6042490
Bucladesine|DTXSID1040459
Trimethoxypropylsilane|DTXSID6042494
1-(3-Carboxyphenyl)-2,5-dimethyl-1H-pyrrole-3-carboxylic acid, strychnidin-10-one (1:1)|DTXSID7045108
9H-Perfluorononanoic acid|DTXSID50226894
Bithionoloxide|DTXSID5046225
Cyproheptadine|DTXSID8022872
Dithiooxamide|DTXSID3020546
Egtazic Acid|DTXSID2045151
Mercurochrome|DTXSID0045545
Triprolidine hydrochloride monohydrate|DTXSID0021410
3-Oxa-2,4-disilaheptan-1-ol, 2,2,4-trimethyl-4-(trimethylsiloxy)-, monoether with polyethylene glycol|DTXSID1040611
Trimethyltin chloride|DTXSID6042496
Sulmazole|DTXSID1040617
Triphenylbismuth|DTXSID6042498
Bexarotene|DTXSID1040619
Zoalene|DTXSID6042521
AMI-193|DTXSID6042579
Clofibric acid|DTXSID1040661
Diisopropyl fluorophosphate|DTXSID1040667
GR 103691|DTXSID6042602
2-Methyl-3-isothiazolone hydrochloride|DTXSID1040740
Cyclopamine|DTXSID6043709
Carbadox|DTXSID6043913
Triamcinolone|DTXSID1040742
Pyridoxine hydrochloride|DTXSID1040792
Sodium 2-phenylphenate tetrahydrate|DTXSID1040794
SU-5416|DTXSID1041132
3-Furfuryl-1,8-dimethylxanthine|DTXSID2045153
Amprolium hydrochloride|DTXSID0045547
Bumetanide|DTXSID5022699
Dexamethasone acetate|DTXSID8022901
Dodecylguanidine acetate|DTXSID3020548
Ebselen|DTXSID7045150
Rafoxanide|DTXSID5046227
Tris(2-ethylhexyl) phosphate|DTXSID0021414
1-Ethyl-3-methylimidazolium chloride|DTXSID1041180
(-)-beta-Pinene|DTXSID1041184
1-Phenyl-2-nitropropene|DTXSID1041188
1,1,1-Trichloro-2-methyl-2-propanol|DTXSID1041217
Allyl 3-chloro-2-hydroxypropyl ether|DTXSID1041261
1-Chloro-2-methyl-3-nitrobenzene|DTXSID1041263
2-Hexyl-1-decanol|DTXSID1041265
1-Ethoxy-2-propanol|DTXSID1041267
(+)-Cedrol|DTXSID1041269
2,4-D-ethyl ester|DTXSID1041346
Calcitriol|DTXSID5022722
DL-Tryptophan|DTXSID0021418
Diamfenetide|DTXSID5046229
Dithiazanine iodide|DTXSID8022955
Ethylbenzene|DTXSID3020596
Fluspirilene|DTXSID7045152
Gabexate mesilate|DTXSID0045591
Guanfacine hydrochloride|DTXSID2045157
2-Butanethiol|DTXSID1041396
5,7-Dimethoxy-2H-chromen-2-one|DTXSID1041421
N-Vinylcaprolactam|DTXSID1041423
(2E)-2-Hexenal|DTXSID1041425
3-Methyl-4,6-di-tert-butylphenol|DTXSID1041502
4-Chloro-2-cyclopentylphenol|DTXSID1041506
4-Chloro-2-methylaniline|DTXSID1041508
(S)-(-)-beta-Citronellol|DTXSID1041550
Sodium m-xylene-4-sulfonate|DTXSID1041639
Bromofenoxim|DTXSID1041681
9-Amino-1,2,3,4-tetrahydroacridin-1-ol maleate|DTXSID7045158
Canadine|DTXSID5022724
Docusate sodium|DTXSID8022959
Ethylene glycol, cyclic sulfate|DTXSID3020598
Moxalactam disodium|DTXSID0045595
Pipofezine|DTXSID5046271
Tiratricol|DTXSID2045232
Zearalenone|DTXSID0021460
Bromofos|DTXSID1041683
(R,R)-Fenvalerate|DTXSID3020621
Cefuroxime|DTXSID5022774
Estradiol dipropionate|DTXSID8023000
Glycyclamide|DTXSID5046273
Ketorolac tromethamine|DTXSID0045597
NAD|DTXSID2045236
Succinylsulfathiazole|DTXSID7045281
Zinc dibutyldithiocarbamate|DTXSID0021462
Ceftazidime pentahydrate|DTXSID0045599
Chloroxine|DTXSID5022801
Estradiol valerate|DTXSID8023004
Finasteride|DTXSID3020625
Idoxuridine|DTXSID2045238
Sulfabenzamide|DTXSID7045287
Sulfasuccinamide|DTXSID5046275
Ziram|DTXSID0021464
1-Chlorooctane|DTXSID0021543
Azacyclonol|DTXSID2045280
Chlorphenesin carbamate|DTXSID5022803
Dropropizine|DTXSID0045624
Fentiazac|DTXSID8023050
Fluconazole|DTXSID3020627
Hecogenin|DTXSID7045310
Tenonitrozole|DTXSID5046277
2-Chloropropanoic acid|DTXSID0021545
Betamipron|DTXSID0045626
Clothiapine|DTXSID5022851
Flecainide|DTXSID8023054
Frentizole|DTXSID5046279
N-(2-Fluorenyl)-2,2,2-trifluoroacetamide|DTXSID3020629
Trimipramine hydrogen maleate|DTXSID2045315
alpha-Santonin|DTXSID7045312
1-Chloropropan-2-one|DTXSID0021547
Azaperone|DTXSID2045361
Clozapine|DTXSID5022855
FD&C Green No. 1|DTXSID3020671
Ftaxilide|DTXSID5046300
Hydroxyzine|DTXSID8023137
SCH 50911|DTXSID0045670
Tetrahydrozoline hydrochloride|DTXSID7045316
AF-DX 116|DTXSID0045674
Cortisone|DTXSID5022857
Esculin|DTXSID7045318
FD&C Green No. 3|DTXSID3020673
Flumethasone|DTXSID2045365
Heptanal|DTXSID0021597
Indorenate hydrochloride|DTXSID5046306
Ivermectin B1a|DTXSID8023181
4,4'-Methylenebis(N,N-dimethylaniline)|DTXSID5020869
4-Biphenylamine hydrochloride|DTXSID0020072
Glymidine sodium|DTXSID2057601
Hexanedihydrazide|DTXSID0044361
N-Butyl-p-toluenesulfonamide|DTXSID7042198
NTP Mix42 CT1 3-EQP|DTXSID2049478
Naftopidil|DTXSID5045176
Nuarimol|DTXSID2042220
Proflavin hydrochloride|DTXSID8021191
NTP Mix92 ER AR1 18-GP|DTXSID8049547
NTP Mix94 ER AR1 18-GP|DTXSID8049549
N-[(Perfluorooctylsulfonamido)propyl]-N,N,N-trimethylammonium iodide|DTXSID8051419
Geranyl propionate|DTXSID8051540
Ethyl octanoate|DTXSID8051542
1,4-Dimethylpiperazine|DTXSID8051544
Succinimide|DTXSID8051629
Aluminum trisacetoacetate|DTXSID8051704
4-Chlorophenylacetonitrile|DTXSID8051708
6-Methylhept-5-en-2-ol|DTXSID8051754
1,3-Phenylenedi(4-aminophenyl ether)|DTXSID8051914
Perfluoro-3-(1H-perfluoroethoxy)propane|DTXSID8052017
C.I.Disperse Yellow 42|DTXSID8052148
Di-iso-amyl ether|DTXSID8052198
Ethyl glycinate hydrochloride|DTXSID8052300
6-Methyluracil|DTXSID8052308
2-Bromophenol|DTXSID8052641
2,2',3,4,4',5',6-Heptabromodiphenyl ether|DTXSID8052693
3-Chloro-7-hydroxy-4-methyl-2-benzopyrone|DTXSID8052724
Mono(3-carboxypropyl)phthalate|DTXSID8052726
Mozavaptan|DTXSID8057641
Cyclomethycaine|DTXSID8057643
Methyl 3-amino-5,6-dichloropyrazine-2-carboxylate|DTXSID8057645
Cholesolvin|DTXSID8057647
Pleconaril|DTXSID8057649
1-(4-Chlorobenzenesulfonyl)urea|DTXSID8057691
Enfenamic acid|DTXSID8057693
Floctafenine|DTXSID8057695
(16alpha, 17beta)-Estra-1,3,5(10)-triene-3,16,17-triol 16,17-diacetate 3-benzoate|DTXSID8057697
1-(Bis(4-fluorophenyl)methyl)piperazine|DTXSID8057699
Methyl 5-chloro-o-anisate|DTXSID8057720
Viloxazine hydrochloride|DTXSID8057722
Tolycaine|DTXSID8057724
Phenylacetylglycine dimethylamide|DTXSID8057726
Fertirelin|DTXSID8057728
Butamisole|DTXSID8057770
Isoxepac|DTXSID8057772
Isalon|DTXSID8057774
2-Ethoxy-5-fluorouracil|DTXSID8057776
Tocamphyl|DTXSID8057778
2,3-Dimethoxy-5-sulphamoylbenzoic acid|DTXSID8057801
Enefexine|DTXSID8057803
Isosulfan blue|DTXSID8057805
Fiacitabine|DTXSID8057807
Ticlatone|DTXSID8057809
Cinnamedrine|DTXSID8057851
Ibafloxacine|DTXSID8057853
Phenylpiperazine|DTXSID8057855
Dehydropregnenolone acetate|DTXSID8057857
Perfluoroheptanesulfonic acid|DTXSID8059920
Perfluoropentanedioic acid|DTXSID8059926
Perfluorobutanedioic acid|DTXSID8059928
Perfluoropropanoic acid|DTXSID8059970
2-(Perfluorooctyl)ethyl methacrylate|DTXSID8062101
Butyl salicylate|DTXSID8062153
EPAMED_Water_Set2-3|DTXSID80858869
EPAMED_Water_Set2-18|DTXSID80858884
EPAMED_Water_Set2-23|DTXSID80858889
EPAMED_Water_Set2-34|DTXSID80858900
EPAMED_Water_Set2-39|DTXSID80858905
EPAMED_Water_Set2-54|DTXSID80858920
1,3-Diphenylpropane|DTXSID80862527
3-Nitro-L-tyrosine|DTXSID80863216
EPAMED_Water_Set3-2|DTXSID80872707
EPAMED_Water_Set3-17|DTXSID80872722
EPAMED_Water_Set3-22|DTXSID80872727
EPAMED_Water_Set3-37|DTXSID80872742
EPAMED_Water_Set3-42|DTXSID80872747
Bosentan hydrate|DTXSID80873178
1-(Perfluorofluorooctyl)propane-2,3-diol|DTXSID80881157
trans-Stilbene oxide|DTXSID80891559
MCF7_HTTr_Water_Sample_14|DTXSID80892122
EPAMED_Water_Set4-4|DTXSID80903828
EPAMED_Water_Set4-19|DTXSID80903843
EPAMED_Water_Set4-24|DTXSID80903848
EPAMED_Water_Set5-4|DTXSID80903863
EPAMED_Water_Set5-9|DTXSID80903868
EPAMED_Water_Set5-24|DTXSID80903883
EPAMED_Water_Set5-29|DTXSID80903888
N-[(6-Chloro-3-pyridinyl)methyl]-N′-cyano-N-methylethanimidamide|DTXSID901015148
AFFF Solberg F1 (0.33X) + F2 (0.33X) + F3 (0.33X)|DTXSID901339556
3-Hydroxy-2-(hydroxymethyl)pyridine hydrochloride|DTXSID90161811
3H,3H-Perfluoro-2,4-hexanedione|DTXSID90174941
1,6-Diiodoperfluorohexane|DTXSID90190949
Naloxone hydrochloride dihydrate|DTXSID90199452
Actinomycin D|DTXSID9020031
Amobarbital|DTXSID9020081
Ampicillin trihydrate|DTXSID9020083
(E)-Anethole|DTXSID9020087
Anilazine|DTXSID9020089
Astemizole|DTXSID9020110
Atrazine|DTXSID9020112
Auramine hydrochloride|DTXSID9020114
5-Azacytidine|DTXSID9020116
Azaserine|DTXSID9020118
Bifenthrin|DTXSID9020160
Pentaerythritol dibromide|DTXSID9020164
Bis(tributyltin)oxide|DTXSID9020166
Bis(chloroethyl) ether|DTXSID9020168
Capsaicin|DTXSID9020241
Captan|DTXSID9020243
2-Phenylhydrazinecarboxamide|DTXSID9020245
Carbaryl|DTXSID9020247
Carbofuran|DTXSID9020249
2-Chloroacetophenone|DTXSID9020293
4-Chloroaniline|DTXSID9020295
Chlorobenzilate|DTXSID9020299
Chlorpropamide|DTXSID9020322
Chromic oxide pigment|DTXSID9020326
Danthron|DTXSID9020328
Daminozide|DTXSID9020370
Mitotane|DTXSID9020372
p,p'-DDE|DTXSID9020374
2,2',3,3',4,4',5,5',6,6'-Decabromodiphenyl ether|DTXSID9020376
Deflazacort|DTXSID9020378
2,4-Diaminophenol dihydrochloride|DTXSID9020401
Diazinon|DTXSID9020407
Dibenz[a,h]anthracene|DTXSID9020409
N,N'-Dicyclohexylthiourea|DTXSID9020451
Dieldrin|DTXSID9020453
N,N-Diethylacetamide|DTXSID9020459
N,N'-Diphenyl-p-phenylenediamine|DTXSID9020538
Dulcin|DTXSID9020580
Ethoxyquin|DTXSID9020582
Ethanol|DTXSID9020584
Etodolac|DTXSID9020615
Eugenol|DTXSID9020617
Glycerol|DTXSID9020663
Glycine|DTXSID9020667
Glycyrrhetinic acid|DTXSID9020669
Indomethacin|DTXSID9020740
Iodoacetamide|DTXSID9020742
Malaoxon|DTXSID9020790
Maleic hydrazide|DTXSID9020792
Maneb|DTXSID9020794
Manidipine dihydrochloride|DTXSID9020796
DL-Methionine|DTXSID9020821
2-Methoxy-3-aminodibenzofuran|DTXSID9020825
